T,M,M_err,E,E_err,C,C_err,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29
1.5,0.9865231993140244,7.024071704533556e-05,-0.9755716463414634,0.00011603925013072359,0.2010023382247002,0.003637809231407697,1.0,0.9755540205792683,0.9734660823170732,0.9732536204268293,0.9732264672256098,0.9732307545731708,0.9732298018292683,0.9732336128048781,0.9732283727134147,0.9732183689024391,0.973226943597561,0.9732374237804878,0.9732331364329269,0.9732140815548781,0.9732236089939025,0.9732445693597561,0.9732417111280488,0.9732445693597561,0.9732236089939025,0.9732140815548781,0.9732331364329269,0.9732374237804878,0.973226943597561,0.9732183689024391,0.9732283727134147,0.9732336128048781,0.9732298018292683,0.9732307545731708,0.9732264672256098,0.9732536204268293
1.7222222222222223,0.9674111566310976,0.00012556803940057284,-0.9449823742378048,0.00017892630242095082,0.36252987160725414,0.005616190938277186,1.0,0.945023818597561,0.937378525152439,0.9362042682926829,0.9359846608231708,0.9359532202743902,0.9358946265243903,0.9358660442073171,0.935852705792683,0.935909394054878,0.9358979611280488,0.9359208269817073,0.93591796875,0.9359098704268293,0.9359051067073171,0.9358689024390244,0.9359170160060976,0.9358689024390244,0.9359051067073171,0.9359098704268293,0.93591796875,0.9359208269817073,0.9358979611280488,0.935909394054878,0.935852705792683,0.9358660442073171,0.9358946265243903,0.9359532202743902,0.9359846608231708,0.9362042682926829
1.9444444444444444,0.9277238948170732,0.0002444635036717901,-0.8916815929878049,0.0002676318325399792,0.6362946292172036,0.010034829145222194,1.0,0.8918049733231708,0.869659394054878,0.8637109375,0.861870712652439,0.861180449695122,0.8608584222560975,0.860746474847561,0.8606845464939025,0.8607388528963414,0.8606416730182926,0.860646913109756,0.8606673971036586,0.8606597751524391,0.8606745426829269,0.8606111852134146,0.8605640243902439,0.8606111852134146,0.8606745426829269,0.8606597751524391,0.8606673971036586,0.860646913109756,0.8606416730182926,0.8607388528963414,0.8606845464939025,0.860746474847561,0.8608584222560975,0.861180449695122,0.861870712652439,0.8637109375
2.1666666666666665,0.821223084984756,0.000785922504971239,-0.7949576028963414,0.0004121284558744942,1.2152196973263971,0.019774745139525894,1.0,0.7948899580792683,0.7329468368902439,0.708031631097561,0.6953215510670732,0.6882750571646341,0.6839357850609756,0.6810837461890243,0.679132050304878,0.6779034870426829,0.6771198551829268,0.6765172446646341,0.6758865282012195,0.6754587461890244,0.6752639100609756,0.6753506097560975,0.6752586699695122,0.6753506097560975,0.6752639100609756,0.6754587461890244,0.6758865282012195,0.6765172446646341,0.6771198551829268,0.6779034870426829,0.679132050304878,0.6810837461890243,0.6839357850609756,0.6882750571646341,0.6953215510670732,0.708031631097561
2.388888888888889,0.33834675114329266,0.002199771987598782,-0.6138655201981708,0.0004781525882504271,1.3455967246466967,0.02086521226009578,1.0,0.6139038681402439,0.45087509527439024,0.3602372332317073,0.3006592987804878,0.25790586890243905,0.2257178925304878,0.2005492568597561,0.1806807355182927,0.16493664253048781,0.15211366234756096,0.14236709222560975,0.13464939024390243,0.1291258574695122,0.12491425304878048,0.12244807545731708,0.12186213795731707,0.12244807545731708,0.12491425304878048,0.1291258574695122,0.13464939024390243,0.14236709222560975,0.15211366234756096,0.16493664253048781,0.1806807355182927,0.2005492568597561,0.2257178925304878,0.25790586890243905,0.3006592987804878,0.3602372332317073
2.611111111111111,0.1476045636432927,0.001198424958640253,-0.5103096417682926,0.0003713379572223462,0.6793002628436802,0.011085465131286793,1.0,0.5102853467987805,0.3083674733231707,0.20408822408536587,0.14192692454268294,0.10131716844512195,0.07371474847560976,0.05446122332317073,0.04095083841463415,0.03117044588414634,0.023813833841463416,0.018446074695121953,0.01451267149390244,0.012305163871951219,0.01047875381097561,0.009556497713414634,0.00875905106707317,0.009556497713414634,0.01047875381097561,0.012305163871951219,0.01451267149390244,0.018446074695121953,0.023813833841463416,0.03117044588414634,0.04095083841463415,0.05446122332317073,0.07371474847560976,0.10131716844512195,0.14192692454268294,0.20408822408536587
2.833333333333333,0.10101395769817073,0.0008373216561299634,-0.4458126905487805,0.0003428548080601974,0.4918118025808487,0.007652136911213573,1.0,0.44598466082317073,0.23298065929878048,0.1329053925304878,0.08024533155487805,0.04994569359756097,0.03131764481707317,0.01973751905487805,0.013375571646341464,0.009346417682926829,0.006281440548780488,0.003947694359756097,0.001892625762195122,0.0009322599085365853,0.0007107469512195122,0.0010656440548780489,0.0009284489329268292,0.0010656440548780489,0.0007107469512195122,0.0009322599085365853,0.001892625762195122,0.003947694359756097,0.006281440548780488,0.009346417682926829,0.013375571646341464,0.01973751905487805,0.03131764481707317,0.04994569359756097,0.08024533155487805,0.1329053925304878
3.0555555555555554,0.08021174733231708,0.0006636635219824234,-0.39760908917682924,0.0003237664007001823,0.37710039392505224,0.006415573581520066,1.0,0.3974104420731707,0.18222084603658537,0.09151057545731707,0.04808736661585366,0.026511528201219513,0.014681307164634146,0.007971131859756097,0.004681307164634147,0.0024790396341463415,0.0016301448170731707,0.0005140053353658537,0.00029296875,0.00011956935975609756,0.00036490091463414634,-0.0003529916158536585,-0.0010761242378048781,-0.0003529916158536585,0.00036490091463414634,0.00011956935975609756,0.00029296875,0.0005140053353658537,0.0016301448170731707,0.0024790396341463415,0.004681307164634147,0.007971131859756097,0.014681307164634146,0.026511528201219513,0.04808736661585366,0.09151057545731707
3.2777777777777777,0.06904558879573171,0.0005802481587069155,-0.3607762480945122,0.0003099406670905539,0.30031146608544657,0.004822961948712393,1.0,0.3607474275914634,0.14822694359756097,0.06698266006097561,0.0313671875,0.015502096036585367,0.007938262195121951,0.004025342987804878,0.0017678163109756098,0.0008079268292682926,0.0004939977134146342,0.0004854230182926829,2.7629573170731708e-05,-6.383384146341464e-05,-0.00016434832317073172,0.00017863948170731707,0.00019864710365853657,0.00017863948170731707,-0.00016434832317073172,-6.383384146341464e-05,2.7629573170731708e-05,0.0004854230182926829,0.0004939977134146342,0.0008079268292682926,0.0017678163109756098,0.004025342987804878,0.007938262195121951,0.015502096036585367,0.0313671875,0.06698266006097561
3.5,0.06106326219512195,0.0005086472970586371,-0.33025533536585366,0.00029815238067828543,0.24373296658937038,0.0038749084137425023,1.0,0.33020436356707317,0.12318025914634147,0.049820407774390243,0.021135194359756096,0.008862900152439025,0.004239710365853659,0.0021898818597560978,0.0013776676829268292,7.145579268292682e-05,-0.00015863185975609757,0.00036823551829268293,3.8109756097560976e-05,-0.00010956554878048781,-0.0009818025914634146,-0.0011008955792682926,-0.001013719512195122,-0.0011008955792682926,-0.0009818025914634146,-0.00010956554878048781,3.8109756097560976e-05,0.00036823551829268293,-0.00015863185975609757,7.145579268292682e-05,0.0013776676829268292,0.0021898818597560978,0.004239710365853659,0.008862900152439025,0.021135194359756096,0.049820407774390243
